track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,Unnamed: 26,in_shazam_charts,Genre
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,3356969.341,0.000335697,,Major,45,24,62,8,0,16,3,164,G#,,40,Romantic
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,3370150.568,0.000337015,,Major,37,17,27,75,5,10,3,103,C#,,0,Romantic
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,3372383.468,0.000337238,,Minor,78,65,52,46,0,12,31,161,F#,,0,Hip-Hop
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,3397534.54,0.000339753,,Minor,67,88,54,51,0,9,4,162,F#,,0,Romantic
Here With Me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,3431225.043,0.000343123,,Major,58,27,48,50,0,12,3,132,E,,84,Romantic
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,3493189.179,0.000349319,,Major,58,4,60,7,41,8,3,140,G#,,0,Hip-Hop
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,110,0,3519357.665,0.000351936,,Major,72,67,72,0,0,13,4,120,G,,70,Romantic
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,3524605.105,0.000352461,,Major,77,84,71,35,0,15,4,131,A#,,0,Romantic
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,18,51,"1,005",0,3539520.887,0.000353952,,Minor,80,64,76,2,0,20,6,130,E,,0,Hip-Hop
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912,240,107,268,0,3542475.125,0.000354248,,Minor,75,46,76,3,0,9,4,118,G,,5,Hip-Hop
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613,98,95,453,0,3551707.51,0.000355171,,Major,86,74,80,33,0,8,6,96,,,454,Hip-Hop
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,3584693.324,0.000358469,,Major,24,76,60,77,0,12,4,202,G,,1,Romantic
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,3595134.013,0.000359513,,Minor,70,71,58,24,0,7,13,164,A#,,0,Hip-Hop
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,3625376.195,0.000362538,,Major,88,43,50,7,0,14,5,122,A#,,0,Hip-Hop
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,83,9,100,0,3632343.75,0.000363234,,Major,83,44,62,2,0,8,6,129,G#,,4,Hip-Hop
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,138,24,133,0,3638526.08,0.000363853,,Major,73,79,86,42,0,7,18,176,C#,,1,
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710,63,79,89,11,3639992.634,0.000363999,,Minor,90,40,59,0,0,10,29,98,C#,,16,Hip-Hop
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,465,0,3643773.854,0.000364377,,Minor,85,64,81,2,5,7,9,125,B,,11,Hip-Hop
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,78,15,"1,674",0,3645213.133,0.000364521,,Major,93,61,74,9,0,17,8,134,G#,,3,Hip-Hop
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,3657905.217,0.000365791,,Minor,59,30,62,1,0,8,4,114,F,,6,Hip-Hop
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,3680548.88,0.000368055,,Major,56,20,55,45,1,32,3,132,F#,,9,Hip-Hop
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162,46,16,53,1,3685365.875,0.000368537,,Minor,87,82,53,10,0,5,8,96,A#,,2,
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,3697249.396,0.000369725,,Major,71,40,50,16,0,16,22,160,G#,,47,Hip-Hop
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,1,2017,11,8,4875,23,685032533,19,45,0,0,3699175.678,0.000369918,,Minor,62,19,53,11,0,6,4,136,A,,10,
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,3699387.72,0.000369939,,Major,86,89,79,17,0,11,6,92,,,0,Hip-Hop
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,110,145,447,0,3708365.528,0.000370837,,Major,66,18,68,9,0,12,4,101,D,,46,Hip-Hop
Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,500,0,3726565.753,0.000372657,,Major,72,33,51,48,0,9,3,105,C#,,,Romantic
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,3750436.609,0.000375044,,Major,91,32,56,3,0,11,10,107,G#,,12,Hip-Hop
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,3769665.156,0.000376967,,Minor,66,16,57,10,1,12,3,109,F,,221,Romantic
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,3797829.326,0.000379783,,Major,37,28,66,14,0,9,5,149,C#,,0,Hip-Hop
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112,198,406,1,3802523.767,0.000380252,,Minor,54,59,83,0,44,20,4,105,E,,0,Rock
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,3809536.753,0.000380954,,Major,32,17,74,14,0,17,3,114,A#,,27,Romantic
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595,3,0,63,0,3841379.613,0.000384138,,Major,56,52,64,11,0,45,7,170,,,353,Romantic
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,175,5,3869594.057,0.000386959,,Minor,84,90,70,9,0,14,8,94,E,,29,Hip-Hop
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,3890344.896,0.000389034,,Major,88,72,59,62,0,9,3,101,D,,0,Romantic
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,92,34,131,0,3892457.965,0.000389246,,Major,89,77,82,3,0,17,11,102,G#,,0,
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,3898668.229,0.000389867,,Minor,78,50,63,27,0,9,5,122,D,,22,Hip-Hop
we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,3904436.812,0.000390444,,Major,57,24,37,11,18,16,3,130,G,,4,Romantic
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,25,0,3909030.154,0.000390903,,Minor,84,72,74,10,0,34,7,109,A#,,0,Hip-Hop
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,242,49,272,21,3909030.154,0.000390903,,Minor,84,72,74,10,0,34,7,109,A#,,24,Hip-Hop
Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112,34,222,43,13,3920292.605,0.000392029,,Minor,67,83,76,48,0,8,3,148,F,,418,Hip-Hop
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,226,24,3922060.327,0.000392206,,Major,56,53,64,11,0,45,6,170,,,0,Romantic
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,3922745.533,0.000392275,,Major,34,25,51,69,0,18,4,202,A#,,438,Romantic
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,74,0,262,14,3924924.536,0.000392492,,Minor,74,53,73,61,0,13,4,93,F,,,Hip-Hop
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,4003028.44,0.000400303,,Major,74,78,37,84,0,6,3,119,D,,,Romantic
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,166,42,199,16,4015945.51,0.000401595,,Major,71,90,73,30,0,11,5,115,A#,,58,Romantic
golden hour,JVKE,1,2022,7,15,4511,36,751134527,70,58,109,18,4056126.446,0.000405613,,Minor,51,14,59,65,18,25,3,94,C#,,230,Romantic
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185,40,492,9,4087303.13,0.00040873,,Major,76,96,70,18,0,33,4,95,G#,,35,Romantic
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,4099727.428,0.000409973,,Major,74,59,87,3,0,8,5,93,C#,,0,Hip-Hop
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,206,0,4153753.008,0.000415375,,Major,70,85,41,71,0,45,5,140,G#,,,Romantic
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,61,65,53,6,4187927.189,0.000418793,,Minor,64,14,70,9,0,9,8,170,E,,0,Hip-Hop
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,39,45,250,0,4199933.095,0.000419993,,Major,60,11,33,90,0,8,5,120,G,,0,Hip-Hop
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,422,15,4224794.668,0.000422479,,Major,92,78,62,18,0,6,10,130,G,,55,
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,4232015.537,0.000423202,,Major,40,19,29,86,0,34,4,173,A,,7,Romantic
Style,Taylor Swift,1,2014,1,1,7830,42,786181836,94,111,151,4,4245381.914,0.000424538,,Major,60,48,79,0,0,12,4,95,D,,82,Romantic
Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,335,0,4264670.936,0.000426467,,Minor,51,62,79,22,13,14,3,147,,,,Rock
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,4304858.794,0.000430486,,Minor,69,90,88,5,0,29,8,103,F#,,1,Romantic
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,4305972.663,0.000430597,,Major,79,44,54,41,0,13,24,81,F#,,0,Hip-Hop
Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817,116,207,125,12,4324540.412,0.000432454,,Major,55,58,72,11,0,11,15,170,A,,548,Romantic
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,4354544.178,0.000435454,,Major,54,54,55,67,0,42,11,160,A,,39,Hip-Hop
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,4357885.66,0.000435789,,Minor,45,25,84,21,0,13,6,140,E,,2,Romantic
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936,35,0,549,0,4360834.454,0.000436083,,Major,35,38,23,91,0,29,3,93,E,,0,Romantic
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,83,58,128,7,4370257.449,0.000437026,,Minor,87,51,69,36,0,9,8,90,C#,,0,Hip-Hop
cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557,106,112,142,4,4384905.608,0.000438491,,Minor,61,53,58,55,0,27,4,130,,,215,Romantic
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,4440094.52,0.000444009,,Minor,91,49,61,3,0,17,22,123,A#,,4,Romantic
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,4442223.152,0.000444222,,Major,69,69,51,63,0,38,4,169,C#,,29,Hip-Hop
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,121,0,4451869.177,0.000445187,,Major,35,41,94,0,63,5,5,180,A,,13,Hip-Hop
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,4463766.274,0.000446377,,Minor,46,53,78,23,0,72,6,121,C#,,10,Hip-Hop
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,4504296.94,0.00045043,,Major,46,53,63,5,0,30,18,133,G,,,Romantic
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,327,17,4525631.46,0.000452563,,Minor,77,65,72,2,0,7,5,114,F,,153,Rock
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,4528368.553,0.000452837,,Minor,39,24,43,39,0,23,3,80,F,,0,Rock
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,4545447.484,0.000454545,,Major,37,17,47,2,46,11,3,94,F,,116,Rock
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142,40,"5,451",1,4553868.838,0.000455387,,Minor,92,31,89,3,0,8,25,95,D#,,953,Hip-Hop
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,4557370.554,0.000455737,,Minor,71,17,61,36,0,8,5,98,C#,,27,Hip-Hop
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,4593285.112,0.000459329,,Major,39,36,45,81,0,8,13,169,F#,,45,Romantic
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,65,88,434,3,4595780.662,0.000459578,,Major,75,96,61,0,0,18,4,133,C#,,13,Hip-Hop
MONEY,Lisa,1,2021,9,10,2566,13,863625566,44,109,131,0,4663578.056,0.000466358,,Minor,83,40,55,16,0,14,23,140,C#,,,Hip-Hop
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,710,0,4664285.494,0.000466429,,Major,82,80,86,1,0,30,13,123,D,,18,Hip-Hop
Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,179,0,4674456.524,0.000467446,,Major,75,19,46,21,4,34,8,90,B,,12,Hip-Hop
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015,78,21,240,1,4709539.881,0.000470954,,Minor,41,9,61,2,0,12,5,186,E,,52,Hip-Hop
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,160,110,163,0,4767288.394,0.000476729,,Major,43,50,55,50,0,15,10,206,G,,5,Romantic
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,4779504.722,0.00047795,,Major,87,53,52,66,1,11,5,111,C#,,20,Hip-Hop
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,4794692.999,0.000479469,,Minor,79,66,65,5,0,25,14,88,A#,,2,Hip-Hop
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,4795453.757,0.000479545,,Minor,67,50,67,15,0,30,4,122,B,,0,Romantic
Calm Down (with Selena Gomez),"Rï¿½ï¿½ma, Selena G",2,2022,3,25,7112,77,899183384,202,119,318,38,4855590.274,0.000485559,,Major,80,82,80,43,0,14,4,107,B,,96,Hip-Hop
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,4908610.778,0.000490861,,Minor,80,29,67,29,0,12,3,100,F,,2,Hip-Hop
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,83,63,"4,180",0,4962143.165,0.000496214,,Minor,78,53,74,4,0,45,21,80,F#,,0,Hip-Hop
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,71,53,181,0,4968246.683,0.000496825,,Major,60,77,78,45,0,12,6,172,F#,,10,Hip-Hop
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,298,0,4972304.821,0.00049723,,Minor,74,55,85,1,0,5,22,88,C#,,4,Hip-Hop
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,4990643.836,0.000499064,,Minor,76,63,71,3,0,10,3,101,D#,,10,Hip-Hop
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,3,0,5021809.969,0.000502181,,Minor,73,31,69,6,0,11,4,117,A,,,Hip-Hop
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203,1,"8,215",0,5042604.31,0.00050426,,Minor,79,87,81,4,0,10,4,116,F#,,0,Romantic
Unstoppable,Sia,1,2016,1,21,7681,13,939844851,119,66,"1,145",2,5075162.195,0.000507516,,Major,47,27,78,11,0,10,8,174,A,,,Romantic
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,5134894.943,0.000513489,,Minor,68,51,60,3,0,19,10,81,B,,285,Romantic
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,5138842.856,0.000513884,,Major,61,59,46,56,0,13,5,129,,,37,Romantic
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,"1,219",0,5167072.436,0.000516707,,Major,74,45,89,5,0,26,13,102,G,,62,Hip-Hop
I Love You So,The Walters,1,2014,11,28,7536,7,972164968,44,19,135,0,5249690.827,0.000524969,,Major,58,46,67,65,0,13,4,76,A#,,6,Romantic
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,5251552.013,0.000525155,,Minor,67,26,64,52,0,17,10,121,F#,,58,Hip-Hop
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,89,143,"1,632",3,5311642.543,0.000531164,,Minor,56,24,66,7,0,12,3,112,C#,,200,Romantic
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,5337985.001,0.000533799,,Major,44,27,32,89,0,14,5,170,G#,,31,Romantic
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,5353215.113,0.000535322,,Minor,45,27,33,82,0,14,4,72,A,,,Romantic
Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277,242,142,165,9,5398640.696,0.000539864,,Major,64,51,63,12,0,19,5,97,E,,310,Hip-Hop
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429,170,12,575,18,5441107.117,0.000544111,,Major,70,42,54,30,0,37,5,122,E,,,
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,5520194.442,0.000552019,,Minor,75,18,25,78,0,11,26,140,B,,2,Hip-Hop
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,5525210.497,0.000552521,,Major,57,6,27,84,0,9,3,110,E,,8,Romantic
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,5534234.966,0.000553423,,Minor,63,20,55,72,0,6,6,108,A#,,0,Rock
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,5629869.403,0.000562987,,Major,66,19,61,30,0,9,7,130,C#,,,Hip-Hop
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291,77,58,247,1,5654346.971,0.000565435,,Major,56,58,56,37,0,11,10,79,F#,,311,Hip-Hop
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,43,6,5656392.286,0.000565639,,Minor,80,23,48,14,0,6,5,98,G,,2,Hip-Hop
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,283,0,5706504.243,0.00057065,,Major,31,31,24,76,0,14,4,65,,,,Hip-Hop
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,5734619.165,0.000573462,,Major,58,42,68,1,0,14,4,105,A,,0,Romantic
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,255,32,582,0,5736666.542,0.000573667,,Minor,80,24,62,41,2,11,23,120,G#,,14,Romantic
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,5739965.791,0.000573997,,Minor,52,7,61,51,0,11,3,146,C#,,0,Romantic
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,259,0,5754133.793,0.000575413,,Minor,65,80,86,9,0,19,10,120,B,,1,Romantic
I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420,241,127,458,37,5862701.268,0.00058627,,Major,71,82,81,11,0,6,5,140,,,332,Hip-Hop
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,5882773.468,0.000588277,,Major,45,33,59,6,0,8,3,172,A,,558,Romantic
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,5905469.84,0.000590547,,Minor,74,37,53,7,0,21,10,144,E,,458,Hip-Hop
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,291,184,537,45,5990939.113,0.000599094,,Minor,56,38,97,4,0,35,4,128,G,,727,Hip-Hop
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,6014729.914,0.000601473,,Major,65,95,80,5,0,41,16,160,G,,20,Hip-Hop
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,237,123,569,0,6025756.601,0.000602576,,Major,59,72,62,18,0,9,3,148,F,,10,Romantic
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,41,100,59,1,6031776.418,0.000603178,,Major,61,45,69,2,0,9,3,117,C#,,32,Romantic
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,6060767.63,0.000606077,,Major,52,28,48,54,1,19,3,89,D#,,1,Romantic
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,6088328.539,0.000608833,,Major,59,33,52,7,15,12,3,85,A#,,3,Hip-Hop
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,60,20,2,0,6107891.076,0.000610789,,Major,67,40,52,86,0,12,4,120,G#,,,Romantic
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,99,13,6122875.255,0.000612288,,Minor,65,27,69,8,0,53,4,80,D#,,28,Hip-Hop
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,6147760.194,0.000614776,,Minor,78,47,70,18,0,15,9,150,E,,7,Hip-Hop
Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,223,0,6175698.266,0.00061757,,Major,79,70,36,0,0,6,11,110,G#,,5,Hip-Hop
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,71,37,653,0,6186929.099,0.000618693,,Major,74,76,70,7,0,13,3,116,,,167,Rock
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,6259550.989,0.000625955,,Minor,74,88,65,28,0,46,3,107,B,,,Romantic
Kill Bill,SZA,1,2022,12,8,8109,77,1163093654,183,162,161,12,6280705.732,0.000628071,,Major,64,43,73,5,17,16,4,89,G#,,187,Hip-Hop
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,88,112,"2,163",5,6283551.748,0.000628355,,Minor,61,47,68,0,0,13,3,108,D,,519,Romantic
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,6303585.98,0.000630359,,Major,61,41,74,21,0,40,6,154,D,,,Romantic
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,268,6,6310671.104,0.000631067,,Minor,81,57,63,40,1,10,4,128,D#,,16,Hip-Hop
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,318,0,6372512.86,0.000637251,,Major,64,8,37,79,0,9,5,124,E,,1,Romantic
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,65,45,398,0,6376840.112,0.000637684,,Minor,81,83,75,14,0,29,34,166,A#,,1,Hip-Hop
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,6484365.868,0.000648437,,Minor,59,23,46,66,0,15,6,146,A,,7,Hip-Hop
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,"5,221",1,6494702.445,0.00064947,,Minor,90,79,71,26,0,7,37,90,F#,,35,Hip-Hop
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,6512138.716,0.000651214,,Major,64,54,81,36,0,11,6,112,G,,666,Rock
