track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,Genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,streamss,in_shazam_charts
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,23,0,1145389.653,0.000114539,K-pop,Major,91,91,96,3,0,3,9,130,E,7,0
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,20,0,1146068.946,0.000114607,K-pop,Major,58,71,80,15,0,7,41,120,C#,7,0
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,1152568.332,0.000115257,Romantic,Minor,58,17,62,18,0,20,8,140,D,7,2
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,1152927.967,0.000115293,Hip-Hop,Major,80,36,86,4,0,3,5,97,D,7,2
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,1175433.892,0.000117543,Hip-Hop,Major,91,63,58,52,0,31,22,120,A,7,54
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,1178931.17,0.000117893,Romantic,Major,66,12,35,55,0,9,14,126,E,7,0
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,53,2,33,0,1183661.915,0.000118366,Romantic,Major,77,94,87,2,0,23,12,120,,7,0
Chaleya,Arijit Singh,1,2022,6,10,2402,0,221752937,45,2,26,0,1197465.86,0.000119747,Indian Romantic,Major,73,62,75,0,0,34,8,102,C#,7,1
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,1204547.074,0.000120455,Romantic,Major,75,11,50,20,0,30,17,109,G,7,0
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,1257643.379,0.000125764,K-pop,Minor,84,64,39,3,0,11,4,124,A,8,69
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,1261824.82,0.000126182,Romantic,Major,56,20,54,67,0,6,5,118,G,8,0
Shayad,Arijit Singh,2,2023,2,2,894,9,233801632,14,88,66,3,1262528.813,0.000126253,Indian Romantic,Major,69,61,71,33,0,31,20,160,A,8,72
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,1271966.155,0.000127197,K-pop,Major,92,53,62,7,0,63,10,132,G,8,1
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,1274727.829,0.000127473,Romantic,Major,72,90,48,32,0,18,23,165,A,8,0
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,1281695.972,0.00012817,Hip-Hop,Minor,78,40,74,36,0,17,27,101,C#,8,0
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,1287091.879,0.000128709,Romantic,Major,51,21,63,5,0,41,3,148,G,8,105
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,84,9,1292821.069,0.000129282,Romantic,Minor,67,72,74,30,0,36,4,102,C#,8,202
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1299132.227,0.000129913,K-pop,Major,53,14,43,64,0,13,3,150,D#,8,1
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,19,0,1299569.924,0.000129957,Hip-Hop,Major,58,56,83,5,0,7,4,174,,8,0
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,81,4,248,1,1300957.697,0.000130096,Hip-Hop,Major,82,49,88,20,0,21,3,132,B,8,6
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,1310942.605,0.000131094,Romantic,Major,34,35,76,39,0,8,5,126,D#,8,0
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109,102,53,113,12,1320759.589,0.000132076,Hip-Hop,Major,74,71,89,24,61,15,5,137,,8,0
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767,27,27,29,1,1321157.342,0.000132116,Romantic,Minor,90,64,14,67,35,11,10,150,G#,8,1
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1321602.14,0.00013216,Romantic,Major,38,20,66,9,0,9,8,81,G,8,1
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,0,1321866.065,0.000132187,Romantic,Major,58,68,91,2,0,27,11,128,C#,8,101
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5,0,5,0,1322416.325,0.000132242,Hip-Hop,Major,58,27,36,86,0,9,3,92,G,8,0
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,16,0,1322616.119,0.000132262,Romantic,Major,90,73,51,39,0,9,6,120,F,8,4
Heeriye,Arijit Singh,1,2021,11,5,2979,0,245095641,44,0,159,0,1323516.461,0.000132352,Hip-Hop,Major,74,39,65,5,1,11,35,144,D,8,0
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,120,30,52,0,1324895.125,0.00013249,Romantic,Minor,69,94,71,79,0,7,8,152,G,8,1
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,8,0,1329090.325,0.000132909,Spanish Hip-Hop,Minor,85,72,58,9,0,49,12,115,C#,8,0
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,4,113,20,0,1330434.126,0.000133043,K-pop,Minor,51,50,76,30,0,10,7,130,D,8,1
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,1330506.367,0.000133051,Romantic,Major,47,15,52,38,13,29,5,148,G#,8,0
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,1337521.264,0.000133752,Romantic,Major,72,92,77,9,0,8,11,156,G,8,68
ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,11,0,1337784.908,0.000133778,Hip-Hop,Major,83,59,73,6,0,5,11,120,A,8,0
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,24,3,1339680.389,0.000133968,Spanish Hip-Hop,Minor,84,96,71,18,0,34,17,120,F,8,88
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26,16,17,0,1341963.931,0.000134196,Spanish Hip-Hop,Minor,82,42,75,6,0,63,6,128,C#,8,1
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,1351648.339,0.000135165,Spanish Hip-Hop,Major,68,14,76,4,0,10,4,150,D,8,82
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57,13,50,1,1365504.437,0.00013655,Hip-Hop,Minor,31,4,86,1,0,28,17,172,B,8,7
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,1369714.59,0.000136971,Hip-Hop,Minor,80,16,28,17,0,12,39,80,E,8,0
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,1372781.137,0.000137278,Spanish Hip-Hop,Major,88,28,66,6,0,13,31,125,G#,8,0
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,1377650.435,0.000137765,Romantic,Major,60,58,69,2,0,58,4,147,F,9,14
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,1385010.279,0.000138501,Romantic,Minor,64,88,72,51,0,17,5,137,G,9,615
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,1397059.337,0.000139706,Romantic,Minor,74,61,52,30,0,26,9,85,G#,9,6
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,115,53,286,0,1410031.465,0.000141003,Romantic,Major,67,69,72,17,0,19,3,147,,9,0
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,154,0,1410947.116,0.000141095,Hip-Hop,Minor,96,71,42,57,0,8,9,108,G,9,22
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,17,5,21,0,1411636.54,0.000141164,Spanish Hip-Hop,Major,67,78,63,29,0,12,5,84,D,9,0
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,1429474.392,0.000142947,K-pop,Minor,81,70,65,24,0,8,4,105,A#,9,1
After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,11,0,1433963.72,0.000143396,Hip-Hop,Major,68,80,92,10,0,9,12,125,,9,12
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,1435766.645,0.000143577,Hip-Hop,Major,34,24,56,4,0,11,3,150,A,9,263
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,1439772.521,0.000143977,Spanish Hip-Hop,Minor,79,58,78,34,0,11,25,178,C#,9,4
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,1445896.105,0.00014459,Romantic,Major,65,37,58,2,0,4,31,180,D,9,0
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,1466998.025,0.0001467,Hip-Hop,Major,50,39,78,4,0,11,33,125,,9,0
Low,SZA,1,2022,12,9,1911,0,272377463,23,71,14,0,1470838.3,0.000147084,Hip-Hop,Minor,70,34,55,43,0,16,6,145,,9,9
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,30,0,1474229.619,0.000147423,Spanish Hip-Hop,Minor,83,63,74,14,0,16,6,98,G,9,0
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,1475251.294,0.000147525,Romantic,Major,56,40,54,72,0,10,4,142,D#,9,0
Caile,Luar La L,1,2020,12,18,1494,2,273914335,17,12,15,0,1479137.409,0.000147914,Hip-Hop,Major,70,46,76,30,0,9,45,122,,9,0
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,1491799.561,0.00014918,Hip-Hop,Minor,75,48,53,18,0,18,34,119,C#,9,176
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1496514.236,0.000149651,Hip-Hop,Major,90,75,50,11,0,9,26,100,C#,9,1
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,1506168.038,0.000150617,Spanish Hip-Hop,Minor,70,58,57,25,0,15,7,164,G#,9,2
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37,2,38,2,1510473.895,0.000151047,Spanish Hip-Hop,Major,91,59,82,8,0,6,8,110,C#,9,0
Agar Tum Saath Ho,Arijit Singh,1,2019,10,4,3618,0,282883169,21,86,138,0,1527569.113,0.000152757,Indian Hip-Hop,Major,48,48,52,52,0,12,7,107,E,9,2
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,1529994.209,0.000152999,Spanish Hip-Hop,Minor,50,41,50,69,0,12,6,188,F,9,0
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,1530139.469,0.000153014,Spanish Hip-Hop,Minor,86,67,65,42,0,35,7,121,F#,9,0
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165,10,177,4,1534769.656,0.000153477,Romantic,Major,67,49,77,11,0,19,11,126,,9,73
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,3,0,1534949.093,0.000153495,Indian Hip-Hop,Minor,71,67,60,7,0,6,4,92,B,9,0
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,1537843.444,0.000153784,Hip-Hop,Major,40,39,64,21,0,7,7,82,G#,9,154
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,1538027.32,0.000153803,Hip-Hop,Major,42,20,86,21,0,9,9,150,D,9,368
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,1538504.906,0.00015385,Hip-Hop,Major,36,28,28,81,0,18,3,100,G,9,2
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,17,119,19,2,1546560.891,0.000154656,Hip-Hop,Minor,68,17,71,15,0,11,5,88,G,10,266
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,142,0,1548393.17,0.000154839,Hip-Hop,Minor,60,46,71,3,0,16,4,123,E,10,5
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,56,8,104,0,1550885.481,0.000155089,Hip-Hop,Major,40,7,29,62,0,9,3,78,G,10,10
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,5,0,1567234.58,0.000156723,Romantic,Major,63,76,67,38,0,6,4,79,F#,10,6
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204,21,11,40,0,1570499.302,0.00015705,Hip-Hop,Major,69,63,45,48,0,18,4,146,,10,0
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,48,0,1583209.757,0.000158321,Romantic,Major,51,27,33,48,0,22,3,148,A,10,6
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,1584719.224,0.000158472,Hip-Hop,Minor,80,55,56,13,0,8,9,88,D#,10,128
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,52,66,55,1,1589501.578,0.00015895,Spanish Hip-Hop,Minor,95,43,69,47,0,9,31,115,F,10,16
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,15,79,4,2,1593821.632,0.000159382,Spanish Hip-Hop,Major,77,71,75,33,1,13,4,136,,10,0
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001,107,76,86,1,1594657.805,0.000159466,Rock,Minor,91,63,77,12,1,10,5,120,,10,9
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,1598391.727,0.000159839,Rock,Major,73,72,32,77,0,15,5,113,G,10,0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,212,1,1605576.384,0.000160558,Romantic,Major,25,17,30,90,0,13,3,177,A,10,41
LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,110,0,1609544.245,0.000160954,Hip-Hop,Minor,74,51,45,86,0,21,38,146,D,10,8
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,1618026.149,0.000161803,Romantic,Major,81,68,63,17,0,10,22,124,G,10,0
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135,74,119,1,1625308.745,0.000162531,Hip-Hop,Major,77,53,78,19,0,29,4,127,A#,10,18
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,11,0,1625679.293,0.000162568,K-pop,Minor,88,82,80,8,0,11,8,105,A#,10,3
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,1626707.281,0.000162671,Rock,Minor,81,39,66,38,0,12,14,140,D#,10,206
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,1,0,18,0,1630097.212,0.00016301,Hip-Hop,Major,70,57,57,9,20,11,7,166,C#,10,24
Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,26,0,1630835.861,0.000163084,K-pop,Major,56,68,89,4,0,33,19,172,C#,10,0
WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,303236322,84,133,87,15,1637476.139,0.000163748,Spanish Hip-Hop,Minor,65,23,80,14,63,11,6,144,A,10,425
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,1642030.844,0.000164203,Spanish Hip-Hop,Major,87,20,83,0,4,31,9,107,,10,0
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,1642240.44,0.000164224,Spanish Hip-Hop,Major,89,61,66,17,0,36,16,94,G#,10,0
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,1650511.615,0.000165051,Spanish Hip-Hop,Major,71,43,65,23,0,9,5,85,A#,10,0
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,13,0,1651163.74,0.000165116,Romantic,Minor,70,54,71,0,0,33,4,118,C#,10,1
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,6,1,1659798.778,0.00016598,Spanish Hip-Hop,Major,70,37,54,6,0,9,8,98,,10,30
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,1672131.503,0.000167213,Hip-Hop,Minor,82,55,45,15,3,9,10,120,D#,10,2
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,54,28,43,0,1681533.778,0.000168153,Hip-Hop,Minor,77,49,42,1,1,13,19,78,C#,10,0
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,79,0,1682004.922,0.0001682,Romantic,Major,58,30,46,14,0,9,3,139,,10,208
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13,1,15,0,1688163.865,0.000168816,Spanish Hip-Hop,Minor,76,81,80,20,0,25,4,94,C#,10,1
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,1690811.804,0.000169081,Spanish Hip-Hop,Major,87,93,59,28,0,17,5,142,,10,0
Christmas Tree,V,1,2021,12,24,509,9,317622165,8,106,6,0,1715159.691,0.000171516,K-pop,Major,44,18,38,70,0,12,4,139,F,11,8
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,14,0,1715722.231,0.000171572,Romantic,Major,64,4,40,6,0,10,6,108,G,11,0
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,1,0,1725661.076,0.000172566,Indian Pop,Minor,70,40,51,35,0,10,4,96,F#,11,8
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,35,0,1746137.698,0.000174614,Hip-Hop,Major,71,34,88,16,0,44,4,115,,11,21
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,30,0,1746560.848,0.000174656,Romantic,Major,66,19,32,69,0,12,4,110,A,11,11
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,15,33,6,1,1746660.737,0.000174666,Spanish Hip-Hop,Major,70,97,59,55,0,27,12,113,G#,11,0
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,1764681.298,0.000176468,Hip-Hop,Major,70,91,79,3,0,7,10,122,G,11,
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,7,21,2,0,1768489.367,0.000176849,Indian Hip-Hop,Minor,84,49,72,8,0,15,8,95,F,11,0
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,1772321.623,0.000177232,Hip-Hop,Major,70,39,56,6,0,9,7,164,G,11,0
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424,8,116,4,3,1783870.69,0.000178387,Spanish Hip-Hop,Major,81,39,60,31,0,7,3,92,,11,2
Run BTS,BTS,1,2022,6,10,736,0,330881149,5,132,17,0,1786758.205,0.000178676,K-pop,Major,72,70,82,2,0,4,17,77,G#,11,3
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,208,0,1795534.312,0.000179553,Hip-Hop,Minor,64,31,72,15,0,9,5,142,D,11,192
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,66,0,1807561.289,0.000180756,Hip-Hop,Major,72,36,72,26,6,11,4,107,B,11,1
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,1809403.823,0.00018094,Hip-Hop,Major,95,62,52,3,0,5,16,105,F#,11,240
Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234,43,100,54,14,1810200.064,0.00018102,Spanish Hip-Hop,Major,86,67,66,14,0,12,16,100,B,11,187
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,1827478.822,0.000182748,Spanish Hip-Hop,Major,82,50,67,12,0,13,5,130,C#,11,0
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,65,0,1828250.897,0.000182825,Romantic,Minor,41,9,25,84,1,14,4,141,E,11,25
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,1834162.931,0.000183416,Romantic,Minor,65,82,74,27,0,32,5,93,,11,
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,35,0,1851008.9,0.000185101,Hip-Hop,Major,83,11,41,0,0,36,14,73,D,11,1
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,1851648.865,0.000185165,Hip-Hop,Major,74,68,68,3,0,26,4,139,G#,11,64
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,1853264.092,0.000185326,Hip-Hop,Minor,61,65,64,1,0,12,4,160,D,11,12
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1857901.768,0.00018579,Spanish Hip-Hop,Minor,80,45,62,76,0,10,38,103,C#,11,1
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,1863171.234,0.000186317,Spanish Hip-Hop,Minor,74,61,83,11,0,35,6,96,G#,12,3
The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,1867879.516,0.000186788,K-pop,Major,81,92,90,9,0,8,7,120,A,12,2
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,43,0,1869090.336,0.000186909,Romantic,Major,42,33,44,62,0,8,6,129,B,12,7
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1882694.896,0.000188269,Romantic,Major,69,40,39,41,0,13,6,120,D,12,1
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,70,16,1887762.186,0.000188776,Hip-Hop,Major,60,45,47,62,0,31,5,109,F,12,6
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,1898838.644,0.000189884,Romantic,Minor,72,91,87,14,0,13,3,101,C#,12,0
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,69,3,70,0,1911952.237,0.000191195,Hip-Hop,Minor,86,31,53,43,0,11,6,110,C#,12,3
El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,354495408,10,107,6,3,1914275.203,0.000191428,Spanish Hip-Hop,Minor,56,84,65,23,0,10,6,144,A,12,62
BREAK MY SOUL,Beyonce,1,2022,6,21,9724,0,354614964,222,61,259,14,1914920.806,0.000191492,Hip-Hop,Minor,70,87,88,4,0,26,8,115,C#,12,2
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,101,12,38,0,1918183.545,0.000191818,Spanish Hip-Hop,Major,76,58,84,10,0,13,10,105,G#,12,0
I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,1926233.444,0.000192623,Hip-Hop,Minor,54,41,39,51,0,11,16,107,G,12,0
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,1930934.981,0.000193093,Hip-Hop,Minor,59,15,64,43,90,12,10,175,G,12,30
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,16,19,21,3,1956752.51,0.000195675,Spanish Hip-Hop,Minor,76,49,56,80,12,10,13,105,,12,4
Like Crazy,Jimin,1,2023,3,24,596,68,363369738,8,104,23,2,1962196.585,0.00019622,K-pop,Major,63,36,73,0,0,36,4,120,G,12,29
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,111,5,182,1,1962725.267,0.000196273,Hip-Hop,Major,77,51,79,5,0,16,5,122,A#,12,0
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,1962752.294,0.000196275,K-pop,Minor,59,78,94,27,0,29,23,100,E,12,7
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,79,0,1977558.073,0.000197756,Romantic,Major,51,39,29,90,0,10,4,114,D,12,0
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,1979637.878,0.000197964,Indian Romantic,Major,58,44,57,57,0,10,3,94,,12,0
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,1983507.847,0.000198351,Spanish Hip-Hop,Major,54,75,60,30,0,7,5,157,G,12,111
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,37,88,9,0,1986197.252,0.00019862,Hip-Hop,Major,73,64,85,25,0,61,3,120,A,12,14
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,45,27,"1,197",0,1990693.055,0.000199069,Hip-Hop,Major,44,8,20,74,42,11,3,106,G#,12,43
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,1998370.651,0.000199837,Hip-Hop,Major,47,44,76,8,91,9,3,82,D#,12,1
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,277,3,2011372.463,0.000201137,Hip-Hop,Minor,59,49,65,2,0,13,3,100,A,12,734
People,Libianca,1,2022,12,2,3506,56,373199958,105,64,169,8,2015279.773,0.000201528,Hip-Hop,Minor,59,71,42,55,0,10,7,198,A#,12,529
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,2032198.362,0.00020322,Hip-Hop,Major,80,21,55,1,0,26,17,118,C#,13,0
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,2053723.885,0.000205372,Hip-Hop,Minor,64,4,60,11,0,19,4,102,C#,13,0
Punto G,Quevedo,1,2022,11,4,1985,35,381161027,34,26,37,5,2058269.546,0.000205827,Spanish Hip-Hop,Minor,75,55,76,25,0,10,15,92,B,13,1
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,2063877.943,0.000206388,Romantic,Major,36,30,54,34,0,14,5,78,A#,13,210
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,2071170.799,0.000207117,Hip-Hop,Major,63,85,62,6,0,35,4,82,D,13,0
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,2072714.314,0.000207271,Hip-Hop,Major,85,42,80,6,0,17,14,122,C#,13,33
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,2090232.988,0.000209023,Hip-Hop,Major,47,56,90,0,0,10,4,130,B,13,141
Daylight,David Kushner,1,2023,4,14,3528,98,387570742,80,156,182,24,2092882.007,0.000209288,Hip-Hop,Minor,51,32,43,83,0,9,3,130,D,13,"1,281"
